SYMBOL,NAME OF COMPANY
EMPOWER.NS,Empower India Ltd.
EMSLIMITED.NS,Ems Limited
EMUDHRA.NS,Emudhra Limited
ENBETRD.NS,Enbee Trade & Finance Ltd.
ENCODE.NS,Encode Packaging India Ltd
ENDURANCE.NS,Endurance Technologies Limited
ENERGYDEV.NS,Energy Development Company Limited
ENGINERSIN.NS,Engineers India Limited
ENIL.NS,Entertainment Network (India) Limited
ENKEIWHEL.NS,Enkei Wheels (India) Ltd.
ENTERO.NS,Entero Healthcare Solutions Limited
ENTRINT.NS,Enterprise International Ltd.
ENVAIREL.NS,Envair Electrodyne Ltd.
EPACK.NS,Epack Durable Limited
EPBIO.NS,Ep Biocomposites Ltd
EPIC.NS,Epic Energy Ltd.-$
EPIGRAL.NS,Epigral Limited
EPL.NS,Epl Limited
EPSOMPRO.NS,Epsom Properties Ltd.
EPUJA.NS,Epuja Spiritech Ltd
EQUAL50ADD.NS,Dsp Nifty 50 Equal Weight Etf
EQUIPPP.NS,Equippp Social Impact Technologies Limited
EQUITASBNK.NS,Equitas Small Finance Bank Limited
ERAAYA.NS,Eraaya Lifespaces Ltd
ERIS.NS,Eris Lifesciences Limited
EROSMEDIA.NS,Eros International Media Limited
ERPSOFT.NS,Erp Soft Systems Ltd.
ESABINDIA.NS,Esab India Limited
ESAFSFB.NS,Esaf Small Finance Bank Limited
ESARIND.NS,Esaar (India) Ltd.
ESCORP.NS,Escorp Asset Management Ltd
ESCORTS.NS,Escorts Kubota Limited
ESG.NS,Mirae Asset Nifty 100 Esg Sector Leaders Etf
ESHAMEDIA.NS,Esha Media Research Limited
ESPIRE.NS,Espire Hospitality Limited
ESSARSHPNG.NS,Essar Shipping Limited
ESSENTIA.NS,Integra Essentia Limited
ESTER.NS,Ester Industries Limited
ETHOSLTD.NS,Ethos Limited
ETIL.NS,Econo Trade (India) Ltd
ETT.NS,Ett Ltd
EUPHORIAIT.NS,Euphoria Infotech (India) Ltd
EUREKAFORB.NS,Eureka Forbes Limited
EUREKAI.NS,Eureka Industries Ltd.
EUROASIA.NS,Euro Asia Exports Ltd.
EUROLED.NS,Euro Leder Fashion Ltd.
EUROTEXIND.NS,Eurotex Industries And Exports Limited
EVANS.NS,Evans Electric Ltd
EVEREADY.NS,Eveready Industries India Limited
EVERESTIND.NS,Everest Industries Limited
EVERESTO.NS,Everest Organics Ltd.
EVERFIN.NS,Everlon Financials Ltd
EVEXIA.NS,Evexia Lifecare Ltd
EVINDIA.NS,Mirae Asset Nifty Ev And New Age Automotive Etf
EVOQ.NS,Evoq Remedies Ltd
EXCEL.NS,Excel Realty N Infra Limited
EXCELINDUS.NS,Excel Industries Limited
EXHICON.NS,Exhicon Events Media Solutions Ltd
EXICOM.NS,Exicom Tele-Systems Limited
EXIDEIND.NS,Exide Industries Limited
EXPLEOSOL.NS,Expleo Solutions Limited
EXPLICITFIN.NS,Explicit Finance Ltd.
EXPOGAS.NS,Expo Gas Containers Ltd.
EXXARO.NS,Exxaro Tiles Limited
EY.NS,Eyantra Ventures Ltd
FAALCON.NS,Faalcon Concepts Ltd
FABINO.NS,Fabino Enterprises Ltd
FACORALL.NS,Facor Alloys Ltd.
FACT.NS,Fertilizers And Chemicals Travancore Limited
FAIRCHEMOR.NS,Fairchem Organics Limited
FAMILYCARE.NS,Family Care Hospitals Ltd
FAZE3Q.NS,Faze Three Limited
FCL.NS,Fineotex Chemical Limited
FCSSOFT.NS,Fcs Software Solutions Limited
FDC.NS,Fdc Limited
FEDDERSHOL.NS,Fedders Holding Ltd
FEDERALBNK.NS,The Federal Bank  Limited
FEDFINA.NS,Fedbank Financial Services Limited
FEL.NS,Future Enterprises Limited
FELDVR.NS,Future Enterprises Limited
FERMENTA.NS,Fermenta Biotech Ltd
FERVENTSYN.NS,Fervent Synergies Ltd.
FGP.NS,Fgp Ltd.
FIBERWEB.NS,Fiberweb (India) Limited
FIEMIND.NS,Fiem Industries Limited
FILATEX.NS,Filatex India Limited
FILATFASH.NS,Filatex Fashions Limited
FILME.NS,Filmcity Media Ltd.
FILTRA.NS,Filtra Consultants And Engineers Ltd
FINCABLES.NS,Finolex Cables Limited
FINEORG.NS,Fine Organic Industries Limited
FINIETF.NS,Icici Prudential Nifty Financial Services Ex-Bank Etf
FINKURVE.NS,Finkurve Financial Services Ltd
FINOPB.NS,Fino Payments Bank Limited
FINPIPE.NS,Finolex Industries Limited
FIRSTCRY.NS,Brainbees Solutions Limited
FIRSTFIN.NS,First Fintec Ltd
FISCHER.NS,Fischer Medical Ventures Ltd
FIVESTAR.NS,Five-Star Business Finance Limited
FLAIR.NS,Flair Writing Industries Limited
FLEXFO.NS,Flex Foods Ltd.-$
FLEXITUFF.NS,Flexituff Ventures International Limited
FLFL.NS,Future Lifestyle Fashions Limited
FLOMIC.NS,Flomic Global Logistics Ltd
FLORACORP.NS,Flora Corporation Ltd
FLORATX.NS,Flora Textiles Ltd.
FLUIDOM.NS,Fluidomat Ltd.
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited
FMCGIETF.NS,Icici Prudential Nifty Fmcg Etf
FMEC.NS,F Mec International Financial Services Ltd
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.
FMNL.NS,Future Market Networks Limited
FOCUS.NS,Focus Lighting And Fixtures Limited
FONE4.NS,Fone4 Communications (India) Ltd
FOODSIN.NS,Foods & Inns Limited
FORBESCO.NS,Forbes & Company Ltd.-$
FORCEMOT.NS,Force Motors Ltd
FORINTL.NS,Fortune International Ltd.
FORTIS.NS,Fortis Healthcare Limited
FORTISMLR.NS,Fortis Malar Hospitals Limited
FOSECOIND.NS,Foseco India Limited
FRANKLIN.NS,Franklin Leasing And Finance Ltd
FRANKLININD.NS,Franklin Industries Ltd
FRASER.NS,Fraser And Company Ltd
FRATELLI.NS,Fratelli Vineyards Ltd
FREDUN.NS,Fredun Pharmaceuticals Ltd
FRONTCAP.NS,Frontier Capital Ltd
FRONTCORP.NS,Frontline Corporation Ltd.
FRONTSP.NS,Frontier Springs Ltd.
FRSHTRP.NS,Freshtrop Fruits Ltd.
FRUTION.NS,Fruition Venture Ltd
FSC.NS,Future Supply Chain Solutions Limited
FSL.NS,Firstsource Solutions Limited
FTL.NS,Finelistings Technologies Ltd
FUNDVISER.NS,Fundviser Capital (India) Ltd
FUSION.NS,Fusion Finance Limited
FUTSOL.NS,Futuristic Solutions Ltd.
FUTURSEC.NS,Futuristic Securities Ltd.
GABRIEL.NS,Gabriel India Limited
GAEL.NS,Gujarat Ambuja Exports Limited
GAGAN.NS,Gagan Gases Ltd.
GAIL.NS,Gail (India) Limited
GAJANANSEC.NS,Gajanan Securities Services Ltd
GALACTICO.NS,Galactico Corporate Services Ltd
GALADAFIN.NS,Galada Finance Ltd
GALAPREC.NS,Gala Precision Engineering Limited
GALAXYSURF.NS,Galaxy Surfactants Limited
GALLANTT.NS,Gallantt Ispat Limited
GALLOPENT.NS,Gallops Enterprise Ltd.
GALXBRG.NS,Galaxy Bearings Ltd.
GANDHAR.NS,Gandhar Oil Refinery (India) Limited
GANDHITUBE.NS,Gandhi Special Tubes Limited
GANECOS.NS,Ganesha Ecosphere Limited
GANESHBE.NS,Ganesh Benzoplast Limited
GANESHHOUC.NS,Ganesh Housing Corporation Limited
GANGAFORGE.NS,Ganga Forging Limited
GANGAPA.NS,Ganga Papers India Ltd.
GANGAPHARM.NS,Ganga Pharmaceuticals Ltd
GANGESSECU.NS,Ganges Securities Limited
GANHOLD.NS,Ganesh Holdings Ltd.
GANONPRO.NS,Ganon Products Ltd
GANVERSE.NS,Ganesha Ecoverse Ltd
GARBIFIN.NS,Garbi Finvest Ltd
GARFIBRES.NS,Garware Technical Fibres Limited
GARGFUR.NS,Garg Furnace Ltd.
GARGI.NS,Pngs Gargi Fashion Jewellery Ltd
GARMNTMNTR.NS,Garment Mantra Lifestyle Ltd
GARNET.NS,Garnet Construction Ltd.
GARNETINT.NS,Garnet International Ltd.
GARODCH.NS,Garodia Chemicals Ltd.
GARUDA.NS,Garuda Construction And Engineering Limited
GARWAMAR.NS,Garware Marine Industries Ltd.
GARWSYN.NS,Garware Synthetics Ltd.
GATECH.NS,Gacm Technologies Limited
GATECHDVR.NS,Gacm Technologies Limited
GATEWAY.NS,Gateway Distriparks Limited
GAYAHWS.NS,Gayatri Highways Limited
GAYATRI.NS,Gayatri Sugars Ltd.
GAYATRIBI.NS,Gayatri Bioorganics Ltd.
GBFL.NS,Goenka Business & Finance Ltd
GCKL.NS,Galaxy Cloud Kitchens Ltd-$
GCMCAPI.NS,Gcm Capital Advisors Ltd
GCMCOMM.NS,Gcm Commodity & Derivatives Ltd
GCMSECU.NS,Gcm Securities Ltd
GCONNECT.NS,Gconnect Logitech And Supply Chain Ltd
GCSL.NS,Gretex Corporate Services Ltd
GDLLEAS.NS,Gdl Leasing & Finance Ltd.
GEE.NS,Gee Ltd.
GEECEE.NS,Geecee Ventures Limited
GEEKAYWIRE.NS,Geekay Wires Limited
GEL.NS,Gautam Exim Ltd
GEMENVIRO.NS,Gem Enviro Management Ltd
GEMSI.NS,Gemstone Investments Ltd.
GEMSPIN.NS,Gem Spinners India Ltd.
GENCON.NS,Generic Engineering Construction And Projects Limited
GENESYS.NS,Genesys International Corporation Limited
GENNEX.NS,Gennex Laboratories Ltd.
GENPHARMA.NS,Genpharmasec Ltd
GENSOL.NS,Gensol Engineering Limited
GENUSPAPER.NS,Genus Paper & Boards Limited
GENUSPOWER.NS,Genus Power Infrastructures Limited
GENUSPRIME.NS,Genus Prime Infra Ltd
GEOJITFSL.NS,Geojit Financial Services Limited
GEPIL.NS,Ge Power India Limited
GESHIP.NS,The Great Eastern Shipping Company Limited
GET&D.NS,Ge T&D India Limited
GETALONG.NS,Getalong Enterprise Ltd
GFLLIMITED.NS,Gfl Limited
GGAUTO.NS,G.G.Automotive Gears Ltd.
GGDPROP.NS,G. G. Dandekar Properties Ltd
GGENG.NS,G G Engineering Ltd
GGL.NS,Gautam Gems Ltd
GGPL.NS,Gala Global Products Ltd
GHCL.NS,Ghcl Limited
GHCLTEXTIL.NS,Ghcl Textiles Limited
GIANLIFE.NS,Gian Life Care Ltd
GICHSGFIN.NS,Gic Housing Finance Limited
GICRE.NS,General Insurance Corporation Of India
GILADAFINS.NS,Gilada Finance & Investments Ltd
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited
GILLETTE.NS,Gillette India Limited
GINISILK.NS,Gini Silk Mills Ltd.-$
GINNIFILA.NS,Ginni Filaments Limited
GIPCL.NS,Gujarat Industries Power Company Limited
GITARENEW.NS,Gita Renewable Energy Ltd
GKB.NS,Gkb Ophthalmics Ltd.
GKP.NS,G. K. P. Printing & Packaging Ltd
GKWLIMITED.NS,Gkw Limited
GLANCE.NS,Glance Finance Ltd.
GLAND.NS,Gland Pharma Limited
GLAXO.NS,Glaxosmithkline Pharmaceuticals Limited
GLCL.NS,Globe Commercials Ltd
GLEAM.NS,Gleam Fabmat Ltd
GLENMARK.NS,Glenmark Pharmaceuticals Limited
GLFL.NS,Gujarat Lease Financing Limited
GLHRL.NS,Global Longlife Hospital And Research Ltd
GLITTEKG.NS,Glittek Granites Ltd.
GLOBAL.NS,Global Education Limited
GLOBALCA.NS,Global Capital Markets Ltd.
GLOBALE.NS,Globale Tessile Limited
GLOBALVECT.NS,Global Vectra Helicorp Limited
GLOBE.NS,Globe Textiles (India) Limited
GLOBOFFS.NS,Global Offshore Services Ltd.-$
GLOBUSCON.NS,Globus Constructors & Developers Limited
GLOBUSSPR.NS,Globus Spirits Limited
GLOSTERLTD.NS,Gloster Limited
GLS.NS,Glenmark Life Sciences Limited
GMBREW.NS,Gm Breweries Limited
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited
GMMPFAUDLR.NS,Gmm Pfaudler Limited
GMPL.NS,G M Polyplast Ltd
GMRINFRA.NS,Gmr Airports Infrastructure Limited
GMRP&UI.NS,Gmr Power And Urban Infra Limited
GNA.NS,Gna Axles Limited
GNFC.NS,Gujarat Narmada Valley Fertilizers And Chemicals Limited
GNRL.NS,Gujarat Natural Resources Limited
GOACARBON.NS,Goa Carbon Limited
GOBLIN.NS,Goblin India Ltd
GOCLCORP.NS,Gocl Corporation Limited
GOCOLORS.NS,Go Fashion (India) Limited
GODAVARI.NS,Godavari Drugs Ltd.
GODAVARIB.NS,Godavari Biorefineries Limited
GODFRYPHLP.NS,Godfrey Phillips India Limited
GODHA.NS,Godha Cabcon & Insulation Limited
GODIGIT.NS,Go Digit General Insurance Limited
GODREJAGRO.NS,Godrej Agrovet Limited
GODREJCP.NS,Godrej Consumer Products Limited
GODREJIND.NS,Godrej Industries Limited
GODREJPROP.NS,Godrej Properties Limited
GOEL.NS,Goel Food Products Ltd
GOENKA.NS,Goenka Diamond And Jewels Limited
GOGIACAP.NS,Gogia Capital Services Limited
GOKAKTEX.NS,Gokak Textiles Ltd.
GOKEX.NS,Gokaldas Exports Limited
GOKUL.NS,Gokul Refoils And Solvent Limited
GOKULAGRO.NS,Gokul Agro Resources Limited
GOLDCOINHF.NS,Gold Coin Health Foods Ltd
GOLDENCREST.NS,Golden Crest Education & Services Ltd
GOLDENTOBC.NS,Golden Tobacco Limited
GOLDIAM.NS,Goldiam International Limited
GOLDTECH.NS,Aion-Tech Solutions Limited
GOLECHA.NS,Golechha Global Finance Ltd.
GOLKONDA.NS,Golkonda Aluminium Extrusions Ltd-$
GOLKUNDIA.NS,Golkunda Diamonds & Jewellery Ltd.
GOODLUCK.NS,Goodluck India Limited
GOODRICKE.NS,Goodricke Group Ltd.
GOODYEAR.NS,Goodyear India Ltd.
GOPAIST.NS,Gopal Iron & Steels Co.(Gujarat) Ltd.
GOPAL.NS,Gopal Snacks Limited
GORANIN.NS,Gorani Industries Ltd.
GOTHIPL.NS,Gothi Plascon (India) Ltd.
GOURMET.NS,Gourmet Gateway India Ltd
GOWRALE.NS,Gowra Leasing & Finance Ltd.
GOYALALUM.NS,Goyal Aluminiums Limited
GOYALASS.NS,Goyal Associates Ltd.
GPIL.NS,Godawari Power And Ispat Limited
GPPL.NS,Gujarat Pipavav Port Limited
GPSL.NS,Gabriel Pet Straps Ltd
GPTHEALTH.NS,Gpt Healthcare Limited
GPTINFRA.NS,Gpt Infraprojects Limited
GRANDMA.NS,Grandma Trading & Agencies Ltd.
GRANULES.NS,Granules India Limited
GRAPHITE.NS,Graphite India Limited
GRASIM.NS,Grasim Industries Limited
GRASIMPP.NS,Grasim Industries Ltd
GRATEXI.NS,Gratex Industries Ltd.
GRAUWEIL.NS,Grauer & Weil (India) Ltd.-$
GRAVISSHO.NS,Graviss Hospitality Ltd.
GRAVITA.NS,Gravita India Limited
GRAVITY.NS,Gravity (India) Ltd.-$
GRCABLE.NS,Gr Cables Ltd.
GREAVESCOT.NS,Greaves Cotton Limited
GREENCREST.NS,Greencrest Financial Services Limited
GREENLAM.NS,Greenlam Industries Limited
GREENPANEL.NS,Greenpanel Industries Limited
GREENPLY.NS,Greenply Industries Limited
GREENPOWER.NS,Orient Green Power Company Limited
GRINDWELL.NS,Grindwell Norton Limited
GRINFRA.NS,G R Infraprojects Limited
GRMOVER.NS,Grm Overseas Limited
GROARC.NS,Groarc Industries India Ltd
GROBTEA.NS,The Grob Tea Company Limited
GROVY.NS,Grovy India Ltd
GROWINGTON.NS,Growington Ventures India Ltd
GRPLTD.NS,Grp Limited
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited
GRWRHITECH.NS,Garware Hi-Tech Films Limited
GSAUTO.NS,G.S.Auto International Ltd.
GSBFIN.NS,Gsb Finance Ltd.
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited
GSLSEC.NS,Gsl Securities Ltd.
GSLSU.NS,Global Surfaces Limited
GSPL.NS,Gujarat State Petronet Limited
GSS.NS,Gss Infotech Limited
GSTL.NS,Globalspace Technologies Ltd
GTECJAINX.NS,G-Tec Jainx Education Limited
GTL.NS,Gtl Limited
GTLINFRA.NS,Gtl Infrastructure Limited
GTNINDS.NS,Gtn Industries Ltd.
GTNTEX.NS,Gtn Textiles Ltd.
GTPL.NS,Gtpl Hathway Limited
GTV.NS,Gtv Engineering Ltd
GUFICBIO.NS,Gufic Biosciences Limited
GUJALKALI.NS,Gujarat Alkalies And Chemicals Limited
GUJAPOLLO.NS,Gujarat Apollo Industries Limited
GUJARATPOLY.NS,Gujarat Poly Electronics Ltd
GUJCMDS.NS,Gujchem Distillers India Ltd.
GUJCONT.NS,Gujarat Containers Ltd.
GUJCOTEX.NS,Gujarat Cotex Ltd.
GUJCRAFT.NS,Gujarat Craft Industries Ltd.
GUJCRED.NS,Gujarat Credit Corporation Ltd.
GUJGASLTD.NS,Gujarat Gas Limited
GUJHOTE.NS,Gujarat Hotels Ltd.
GUJHYSPIN.NS,Gujarat Hy-Spin Ltd
GUJINTRX.NS,Gujarat Intrux Ltd.-$
GUJINV.NS,Gujarat Investa Ltd.
GUJPETR.NS,Gujarat Petrosynthese Ltd.
GUJRAFFIA.NS,Gujarat Raffia Industries Limited
GUJSTATFIN.NS,Gujarat State Financial Corporation
GUJTERC.NS,Gujarat Terce Laboratories Ltd.
GUJTHEM.NS,Gujarat Themis Biosyn Ltd.
GUJTLRM.NS,Gujarat Toolroom Ltd.
GULFOILLUB.NS,Gulf Oil Lubricants India Limited
GULFPETRO.NS,Gp Petroleums Limited
GULPOLY.NS,Gulshan Polyols Limited
GVBL.NS,Genomic Valley Biotech Ltd
GVFILM.NS,Gv Films Ltd.
GVKPIL.NS,Gvk Power & Infrastructure Limited
GVL.NS,Greenhitech Ventures Ltd
GVPTECH.NS,Gvp Infotech Limited
GYANDEV.NS,Gyan Developers & Builders Ltd.
HAL.NS,Hindustan Aeronautics Limited
HALDER.NS,Halder Venture Ltd
HALDYNGL.NS,Haldyn Glass Ltd-$
HAMPTON.NS,Hampton Sky Realty Ltd
HANMAN.NS,Hanman Fit Ltd
HANSUGAR.NS,Shree Hanuman Sugar & Industries Ltd
HAPPSTMNDS.NS,Happiest Minds Technologies Limited
HAPPYFORGE.NS,Happy Forgings Limited
HARAFIN.NS,Haryana Financial Corporation Ltd.
HARDCAS.NS,Hardcastle & Waud Mfg.Co.Ltd.
HARDWYN.NS,Hardwyn India Limited
HARIAAPL.NS,Haria Apparels Ltd
HARIAEXPO.NS,Haria Exports Ltd.-$
HARIGOV.NS,Hari Govind International Ltd.
HARIOMPIPE.NS,Hariom Pipe Industries Limited
HARISH.NS,Harish Textile Engineers Ltd
HARLETH.NS,Haryana Leather Chemicals Ltd.
HARRMALAYA.NS,Harrisons  Malayalam Limited
HARSHA.NS,Harsha Engineers International Limited
HARSHDEEP.NS,Harshdeep Hortico Ltd
HARSHILAGR.NS,Harshil Agrotech Ltd
HARYNACAP.NS,Haryana Capfin Ltd.
HASJUICE.NS,Has Lifestyle Ltd
HASTIFIN.NS,Hasti Finance Ltd.
HATHWAY.NS,Hathway Cable & Datacom Limited
HATHWAYB.NS,Hathway Bhawani Cabletel & Datacom Ltd.
HATSUN.NS,Hatsun Agro Product Limited
HAVELLS.NS,Havells India Limited
HAVISHA.NS,Sri Havisha Hospitality And Infrastructure Limited
HAWAENG.NS,Hawa Engineers Ltd
HAWKINCOOK.NS,Hawkins Cookers Ltd.-$
HAZOOR.NS,Hazoor Multi Projects Ltd.-$
HBEL.NS,Humming Bird Education Ltd
HBESD.NS,Hb Estate Developers Ltd.
HBLEAS.NS,Hb Leasing & Finance Co.Ltd.
HBLPOWER.NS,Hbl Power Systems Limited
HBPOR.NS,Hb Portfolio Ltd.
HBSL.NS,Hb Stockholdings Limited
HCC.NS,Hindustan Construction Company Limited
HCG.NS,Healthcare Global Enterprises Limited
HCL-INSYS.NS,Hcl Infosystems Limited
HCLTD.NS,Hind Commerce Ltd
HCLTECH.NS,Hcl Technologies Limited
HDFCAMC.NS,Hdfc Asset Management Company Limited
HDFCBANK.NS,Hdfc Bank Limited
HDFCBSE500.NS,Hdfc S&P Bse 500 Etf
HDFCGROWTH.NS,Hdfc Nifty Growth Sectors 15 Etf
HDFCLIFE.NS,Hdfc Life Insurance Company Limited
HDFCLOWVOL.NS,Hdfc Nifty100 Low Volatility 30 Etf
HDFCMID150.NS,Hdfc Nifty Midcap 150 Etf
HDFCMOMENT.NS,Hdfc Nifty200 Momentum 30 Etf
HDFCNEXT50.NS,Hdfc Mutual Fund
HDFCNIF100.NS,Hdfc Nifty 100 Etf
HDFCNIFBAN.NS,Hdfc Nifty Banking Etf
HDFCNIFIT.NS,Hdfc Nifty It Etf
HDFCNIFTY.NS,Hdfc Nifty 50 Etf
HDFCPSUBK.NS,Hdfc Nifty Psu Bank Etf
HDFCPVTBAN.NS,Hdfc Nifty Private Bank Etf
HDFCQUAL.NS,Hdfc Nifty100 Quality 30 Etf
HDFCSENSEX.NS,Hdfc S&P Bse Sensex Etf
HDFCSML250.NS,Hdfc Nifty Smallcap 250 Etf
HDFCVALUE.NS,Hdfc Nifty50 Value 20 Etf
HDIL.NS,Housing Development And Infrastructure Limited
HEADSUP.NS,Heads Up Ventures Limited
HEALINV.NS,Healthy Investments Ltd.
HEALTHADD.NS,Dsp Nifty Healthcare Etf
HEALTHIETF.NS,Icici Prudential Nifty Healthcare Etf
HEALTHY.NS,Aditya Birla Sun Life Nifty Healthcare Etf
HEALTHYLIFE.NS,Healthy Life Agritec Ltd
HECPROJECT.NS,Hec Infra Projects Limited
HEERAISP.NS,Heera Ispat Ltd.
HEG.NS,Heg Limited
HEIDELBERG.NS,Heidelbergcement India Limited
HELPAGE.NS,Helpage Finlease Ltd
HEMACEM.NS,Hemadri Cements Ltd.
HEMANG.NS,Hemang Resources Ltd
HEMIPROP.NS,Hemisphere Properties India Limited
HEMORGANIC.NS,Hemo Organic Limited
HERANBA.NS,Heranba Industries Limited
HERCULES.NS,Hercules Hoists Limited
HERITGFOOD.NS,Heritage Foods Limited
HEROMOTOCO.NS,Hero Motocorp Limited
HESTERBIO.NS,Hester Biosciences Limited
HEUBACHIND.NS,Heubach Colorants India Limited
HEXATRADEX.NS,Hexa Tradex Limited
HFCL.NS,Hfcl Limited
HFIL.NS,Himalaya Food International Ltd
HGINFRA.NS,H.G. Infra Engineering Limited
HGS.NS,Hinduja Global Solutions Limited
HIGHENE.NS,High Energy Batteries (India) Ltd.
HIGHSTREE.NS,High Street Filatex Ltd.
HIKAL.NS,Hikal Limited
HIKLASS.NS,Hi-Klass Trading And Investment Ltd
HIL.NS,Hil Limited
HILIKS.NS,Hiliks Technologies Ltd
HILTON.NS,Hilton Metal Forging Limited
HIMATSEIDE.NS,Himatsingka Seide Limited
HIMTEK.NS,Him Teknoforge Ltd
HINDADH.NS,Hindustan Adhesives Ltd.
HINDALCO.NS,Hindalco Industries Limited
HINDALUMI.NS,Hind Aluminium Industries Ltd.-$
HINDAPL.NS,Hindustan Appliances Ltd.
HINDBIO.NS,Hindustan Bio Sciences Ltd.
HINDCOMPOS.NS,Hindustan Composites Limited
HINDCON.NS,Hindcon Chemicals Limited
HINDCOPPER.NS,Hindustan Copper Limited
HINDHARD.NS,Hindustan Hardy Ltd
HINDMILL.NS,Hindoostan Mills Ltd.
HINDMOTORS.NS,Hindustan Motors Limited
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited
HINDPETRO.NS,Hindustan Petroleum Corporation Limited
HINDTIN.NS,Hindustan Tin Works Ltd.-$
HINDUNILVR.NS,Hindustan Unilever Limited
HINDUST.NS,Hindustan Agrigenetics Ltd.
HINDWAREAP.NS,Hindware Home Innovation Limited
HINDZINC.NS,Hindustan Zinc Limited
HINFLUR.NS,Hindustan Fluorocarbons Ltd.
HIPOLIN.NS,Hipolin Ltd.
HIRAUTO.NS,Hira Automobiles Ltd.
HIRECT.NS,Hind Rectifiers Limited
HISARMETAL.NS,Hisar Metal Industries Limited
HISARSP.NS,Hisar Spinning Mills Ltd.
HITECH.NS,Hi-Tech Pipes Limited
HITECHCORP.NS,Hitech Corporation Limited
HITECHGEAR.NS,The Hi-Tech Gears Limited
HITTCO.NS,Hittco Tools Ltd.
HLEGLAS.NS,Hle Glascoat Limited
HLVLTD.NS,Hlv Limited
HMAAGRO.NS,Hma Agro Industries Limited
HMT.NS,Hmt Limited
HMVL.NS,Hindustan Media Ventures Limited
HNDFDS.NS,Hindustan Foods Limited
HOCL.NS,Hindustan Organic Chemicals Ltd.
HOMEFIRST.NS,Home First Finance Company India Limited
HONASA.NS,Honasa Consumer Limited
HONAUT.NS,Honeywell Automation India Limited
HONDAPOWER.NS,Honda India Power Products Limited
HOTLSILV.NS,H.S.India Ltd.
HOVS.NS,Hov Services Limited
HOWARHO.NS,Howard Hotels Ltd.
HPAL.NS,Hp Adhesives Limited
HPBL.NS,Hcp Plastene Bulkpack Ltd
HPCOTTON.NS,H.P.Cotton Textile Mills Ltd.
HPIL.NS,Hindprakash Industries Limited
HPL.NS,Hpl Electric & Power Limited
HRYNSHP.NS,Hariyana Ship Breakers Ltd.-$
HSCL.NS,Himadri Speciality Chemical Limited
HSIL.NS,Hemant Surgical Industries Ltd
HTMEDIA.NS,Ht Media Limited
HUBTOWN.NS,Hubtown Limited
HUDCO.NS,Housing & Urban Development Corporation Limited
HUHTAMAKI.NS,Huhtamaki India Limited
HUIL.NS,Hindusthan Urban Infrastructure Ltd
HVL.NS,Hariyana Ventures Ltd
HYBRIDFIN.NS,Hybrid Financial Services Limited
HYUNDAI.NS,Hyundai Motor India Limited
IBINFO.NS,Ib Infotech Enterprises Ltd.
ICDSLTD.NS,Icds Limited
ICEMAKE.NS,Ice Make Refrigeration Limited
ICICIB22.NS,Bharat 22 Etf - Icici Prudential Amc
ICICIBANK.NS,Icici Bank Limited
ICICIGI.NS,Icici Lombard General Insurance Company Limited
ICICIPRULI.NS,Icici Prudential Life Insurance Company Limited
ICIL.NS,Indo Count Industries Limited
ICL.NS,Indo Cotspin Ltd
ICRA.NS,Icra Limited
ICSL.NS,Integrated Capital Services Ltd
IDBI.NS,Idbi Bank Limited
IDEA.NS,Vodafone Idea Limited
IDEAFORGE.NS,Ideaforge Technology Limited
IDFCFIRSTB.NS,Idfc First Bank Limited
IDFSENSEXE.NS,Bandhan S&P Bse Sensex Etf
IDINFO.NS,Id Info Business Services Ltd
IECEDU.NS,Iec Education Ltd.
IEL.NS,Indiabulls Enterprises Limited
IEX.NS,Indian Energy Exchange Limited
IFBAGRO.NS,Ifb Agro Industries Limited
IFBIND.NS,Ifb Industries Limited
IFCI.NS,Ifci Limited
IFGLEXPOR.NS,Ifgl Refractories Limited
IFINSEC.NS,India Finsec Ltd.
IFINSER.NS,Interactive Financial Services Ltd
IFL.NS,Ifl Enterprises Ltd
IGARASHI.NS,Igarashi Motors India Limited
IGCIL.NS,Igc Industries Ltd
IGL.NS,Indraprastha Gas Limited
IGLFXPL-B.NS,Indo Gulf Industries Ltd.
IGPL.NS,Ig Petrochemicals Limited
IIFL.NS,Iifl Finance Limited
IIFLSEC.NS,Iifl Securities Limited
IIL.NS,Integrated Industries Ltd
IIRM.NS,Iirm Holdings India Ltd
IISL.NS,Ishaan Infrastructures And Shelters Ltd
IITL.NS,Industrial Investment Trust Limited
IITLPROJ.NS,Iitl Projects Limited
IKIO.NS,Ikio Lighting Limited
IL&FSENGG.NS,Il&Fs Engineering And Construction Company Limited
IL&FSTRANS.NS,Il&Fs Transportation Networks Limited
IMAGICAA.NS,Imagicaaworld Entertainment Limited
IMEC.NS,Imec Services Ltd
IMFA.NS,Indian Metals & Ferro Alloys Limited
IMPAL.NS,India Motor Parts And Accessories Limited
IMPEXFERRO.NS,Impex Ferro Tech Limited
INA.NS,Insolation Energy Ltd
INANI.NS,Inani Marbles & Industries Ltd.
